full_name,date_of_birth,time_of_birth,place_of_birth,astrosage_url,accuracy_rating,data_source,sun_sign,sun_degree,sun_house,sun_retrograde,moon_sign,moon_degree,moon_house,moon_retrograde,mars_sign,mars_degree,mars_house,mars_retrograde,mercury_sign,mercury_degree,mercury_house,mercury_retrograde,jupiter_sign,jupiter_degree,jupiter_house,jupiter_retrograde,venus_sign,venus_degree,venus_house,venus_retrograde,saturn_sign,saturn_degree,saturn_house,saturn_retrograde,uranus_sign,uranus_degree,uranus_house,uranus_retrograde,neptune_sign,neptune_degree,neptune_house,neptune_retrograde,rahu_sign,rahu_degree,rahu_house,rahu_retrograde,ketu_sign,ketu_degree,ketu_house,ketu_retrograde,latitude,longitude,timezone
About Alex Carey/ Who is Alex Carey ?,"August 27, 1991",12:00:00,loxton,https://www.astrosage.com/celebrity-horoscope/alex-carey-horoscope.asp,Dirty Data,Dirty Data,Leo,9.560333205237953,10,False,Aquarius,29.052812181666525,4,False,Virgo,2.911184328414322,11,False,Leo,0.6426127269839412,10,True,Leo,2.763151542905121,10,False,Leo,2.916179551944822,10,True,Capricorn,7.636617793486096,3,True,Sagittarius,16.313589295374868,2,True,Sagittarius,20.48284171118422,2,True,Sagittarius,22.78326510702493,2,True,Gemini,22.78326510702493,8,True,-34.4511348,140.5696644,10.5
About Praveen Dubey/ Who is Praveen Dubey ?,"July 1, 1993",12:00:00,Azamgarh,https://www.astrosage.com/celebrity-horoscope/praveen-dubey-horoscope.asp,Dirty Data,Dirty Data,Gemini,15.668041160109922,10,False,Scorpio,11.947042625724208,3,False,Leo,10.846093441188202,12,False,Cancer,4.481008052435868,11,False,Virgo,12.308897319619009,1,False,Taurus,1.1549403735917174,9,False,Aquarius,6.199123414543351,6,True,Sagittarius,26.888616321336546,4,True,Sagittarius,26.286184538002544,4,True,Scorpio,17.055603896505175,3,True,Taurus,17.055603896505204,9,True,26.023639,83.0293105,5.5
About Lalith Yadav/ Who is Lalith Yadav ?,"January 3, 1997",12:00:00,Delhi,https://www.astrosage.com/celebrity-horoscope/lalith-yadav-horoscope.asp,Dirty Data,Dirty Data,Sagittarius,19.106739988075503,10,False,Libra,2.7401075534548056,8,False,Virgo,6.162231891321937,7,False,Sagittarius,16.225150732120255,10,True,Capricorn,1.8797585885605488,11,False,Scorpio,27.47192165175588,9,False,Pisces,7.637821775064083,1,False,Capricorn,9.579974163020722,11,False,Capricorn,3.09647987534828,11,False,Virgo,9.119838167088377,7,True,Pisces,9.119838167088346,1,True,28.6138954,77.2090057,5.5
About Jagadeesha Suchith/ Who is Jagadeesha Suchith ?,"January 16, 1994",12:00:00,Mysore,https://www.astrosage.com/celebrity-horoscope/jagadeesha-suchith-horoscope.asp,Dirty Data,Dirty Data,Capricorn,2.1225943755297862,11,False,Aquarius,22.997789577394315,12,False,Sagittarius,27.00347246167769,10,False,Capricorn,10.022622938696829,11,False,Libra,18.09610814737897,8,False,Capricorn,1.9277511833039969,11,False,Aquarius,4.788352768906009,12,False,Sagittarius,28.703362278525677,10,False,Sagittarius,27.259725653386568,10,False,Scorpio,6.510192214542286,9,True,Taurus,6.510192214542258,3,True,12.3051828,76.6553609,5.5
About Sanjay Yadav/ Who is Sanjay Yadav ?,"May 10, 1995",12:00:00,Gorakhpur,https://www.astrosage.com/celebrity-horoscope/sanjay-yadav-horoscope.asp,Dirty Data,Dirty Data,Aries,25.357751683938297,10,False,Leo,23.70832811823618,2,False,Cancer,29.734923988588637,1,False,Taurus,16.664831748437187,11,False,Scorpio,19.383591946364334,5,True,Pisces,28.087286162297744,9,False,Aquarius,28.38751367556688,8,False,Capricorn,6.669487393010854,7,True,Capricorn,1.714674934200616,7,True,Libra,11.127015810955784,4,True,Aries,11.127015810955754,10,True,26.6677977,83.3642334,5.5
About Fabian Allen/ Who is Fabian Allen ?,"May 7, 1995",12:00:00,Kingston,https://www.astrosage.com/celebrity-horoscope/fabian-allen-horoscope.asp,Dirty Data,Dirty Data,Aries,22.87964194333076,10,False,Cancer,20.607605969487764,1,False,Cancer,28.76177631472981,1,False,Taurus,13.600185851476333,11,False,Scorpio,19.64810360795769,5,True,Pisces,24.985790669908795,9,False,Aquarius,28.16701503643435,8,False,Capricorn,6.677385906567452,7,True,Capricorn,1.72996986907134,7,True,Libra,11.262807854476677,4,True,Aries,11.262807854476703,10,True,17.9712148,-76.7928128,-5.0
About Sandeep Bavanaka/ Who is Sandeep Bavanaka ?,"April 25, 1992",12:00:00,Hyderabad,https://www.astrosage.com/celebrity-horoscope/sandeep-bavanaka-horoscope.asp,Dirty Data,Dirty Data,Aries,11.547901239751283,10,False,Capricorn,15.54270127191262,7,False,Aquarius,28.064771650413093,8,False,Pisces,14.450673213755806,9,False,Leo,10.9251197460718,2,True,Pisces,28.387589396061852,9,False,Capricorn,23.84116129153369,7,False,Sagittarius,24.25721150622644,6,True,Sagittarius,25.197156335074965,6,True,Sagittarius,9.94815624114392,6,True,Gemini,9.94815624114392,12,True,17.360589,78.4740613,5.5
About Abdul Samad/ Who is Abdul Samad ?,"October 28, 2001",12:00:00,Kalakote,https://www.astrosage.com/celebrity-horoscope/abdul-samad-horoscope.asp,Dirty Data,Dirty Data,Libra,11.027243629140967,11,False,Aquarius,26.228642655666818,3,False,Capricorn,6.498374978511947,2,False,Virgo,22.679077015675944,10,False,Gemini,21.76642304630211,7,False,Virgo,22.017315280343723,10,False,Taurus,20.225785969170797,6,True,Capricorn,27.035013866022098,2,True,Capricorn,12.144289781407338,2,False,Gemini,5.9068885331092105,7,True,Sagittarius,5.906888533109225,1,True,33.2135214,74.4233258,5.5
About Priyam Garg/ Who is Priyam Garg ?,"November 30, 2000",12:00:00,Meerut,https://www.astrosage.com/celebrity-horoscope/priyam-garg-horoscope.asp,Dirty Data,Dirty Data,Scorpio,14.493733705260324,10,False,Capricorn,2.233407857586428,12,False,Virgo,22.15000090797824,8,False,Scorpio,0.6399946221933988,10,False,Taurus,11.988487497892493,4,True,Sagittarius,26.61214418680521,11,False,Taurus,2.758313304895488,4,True,Capricorn,23.535962142236087,12,False,Capricorn,10.499422692244195,12,False,Gemini,23.500235881600645,5,True,Sagittarius,23.500235881600645,11,True,29.0018557,77.7679671,5.5
About Virat Singh/ Who is Virat Singh ?,"December 8, 1997",12:00:00,Jamshedpur,https://www.astrosage.com/celebrity-horoscope/virat-singh-horoscope.asp,Dirty Data,Dirty Data,Scorpio,22.37566715399501,10,False,Pisces,5.644799886575299,2,False,Sagittarius,28.381032578064836,11,False,Sagittarius,9.515006883401044,11,True,Capricorn,23.90569043817004,12,False,Capricorn,4.01519270901332,12,False,Pisces,19.76821778284119,2,True,Capricorn,12.138692993058667,12,False,Capricorn,4.319147656474797,12,False,Leo,21.155545209847105,7,True,Aquarius,21.155545209847105,1,True,22.8015194,86.2029579,5.5
About Finn Allen/ Who is Finn Allen ?,"April 22, 1999",12:00:00,Auckland,https://www.astrosage.com/celebrity-horoscope/finn-allen-horoscope.asp,Dirty Data,Dirty Data,Aries,7.548687382287419,12,False,Gemini,27.01281183559489,2,False,Libra,11.282826914264888,6,True,Pisces,10.719688406913631,11,False,Pisces,22.20867766370532,11,False,Taurus,17.125297002056193,1,False,Aries,12.206249148802817,12,False,Capricorn,22.58139161461497,9,False,Capricorn,10.462631573438216,9,False,Cancer,24.67609861491235,3,True,Capricorn,24.67609861491235,9,True,-36.852095,174.7631803,13.0
About Dan Christian/ Who is Dan Christian ?,"May 4, 1983",12:00:00,camperdown,https://www.astrosage.com/celebrity-horoscope/dan-christian-horoscope.asp,Dirty Data,Dirty Data,Aries,19.39507013813123,11,False,Capricorn,7.293769434277294,8,False,Aries,27.193965137781387,11,False,Taurus,1.693501511767746,12,True,Scorpio,15.277530213199045,6,True,Gemini,0.248786786787349,1,False,Libra,6.5820817786598695,5,True,Scorpio,14.48084994165609,6,True,Sagittarius,5.330051525220085,7,True,Gemini,3.721146290317861,1,True,Sagittarius,3.721146290317847,7,True,-33.8896116,151.1800986,11.0
About Rajat Patidar/ Who is Rajat Patidar ?,"June 1, 1993",12:00:00,Indore,https://www.astrosage.com/celebrity-horoscope/rajat-patidar-horoscope.asp,Dirty Data,Dirty Data,Taurus,17.011957150176215,10,False,Libra,3.913444777116524,3,False,Cancer,23.85182692847539,12,False,Gemini,4.662973940313719,11,False,Virgo,10.988168158714728,2,False,Aries,1.5732405839410162,9,False,Aquarius,6.492293201248515,7,False,Sagittarius,27.913733841388705,5,True,Sagittarius,26.98819853424567,5,True,Scorpio,18.645364461337092,4,True,Taurus,18.645364461337067,10,True,22.7203616,75.8681996,5.5
About Ks Bharat/ Who is Ks Bharat ?,"October 3, 1993",12:00:00,Vishakhapatnam,https://www.astrosage.com/celebrity-horoscope/ks-bharat-horoscope.asp,Dirty Data,Dirty Data,Virgo,16.290286780781884,11,False,Aries,13.293761797772248,6,False,Libra,10.408563065274762,12,False,Libra,9.141190173850193,12,False,Virgo,27.998293616343915,11,False,Leo,20.50341066175849,10,False,Aquarius,0.3752756343064334,4,True,Sagittarius,24.467990813264635,2,False,Sagittarius,24.60455929126988,2,False,Scorpio,12.07435414277134,1,True,Taurus,12.074354142771313,7,True,28.6139,77.209,5.5
About Kyle Jamieson/ Who is Kyle Jamieson ?,"December 30, 1994",12:00:00,Auckland,https://www.astrosage.com/celebrity-horoscope/kyle-jamieson-horoscope.asp,Dirty Data,Dirty Data,Sagittarius,14.217614000254628,11,False,Scorpio,9.45030986703452,10,False,Leo,8.780035896446009,7,False,Sagittarius,23.333481589088592,11,False,Scorpio,10.529539959181022,10,False,Libra,28.22466319749131,9,False,Aquarius,14.033111831064502,1,False,Capricorn,1.5649622015089903,12,False,Sagittarius,28.701637571703145,11,False,Libra,18.085530064335643,9,True,Aries,18.08553006433567,3,True,-36.852095,174.7631803,13.0
About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,https://www.astrosage.com/celebrity-horoscope/mohammed-azharuddeen-horoscope.asp,Dirty Data,Dirty Data,Pisces,7.627461026695244,10,False,Gemini,28.381729087802256,1,False,Aquarius,17.86293713770266,9,False,Aquarius,10.197129987319784,9,False,Libra,20.14665410152611,5,True,Pisces,23.19787733644688,10,False,Aquarius,12.463511888090352,9,False,Capricorn,1.9133722976499712,8,False,Sagittarius,29.25028163959854,7,False,Scorpio,3.065711040114593,6,True,Taurus,3.065711040114593,12,True,12.4771479,74.9938325,5.5
About Daniel Sams/ Who is Daniel Sams ?,"October 27, 1992",12:00:00,Milperra,https://www.astrosage.com/celebrity-horoscope/daniel-sams-horoscope.asp,Dirty Data,Dirty Data,Libra,10.10534230900302,10,False,Libra,25.650224284686885,10,False,Gemini,27.543407701344165,6,False,Scorpio,3.2114638805513493,11,False,Virgo,9.641963884184804,9,False,Scorpio,15.1056827618483,11,False,Capricorn,18.16036351145999,1,False,Sagittarius,20.77281159531816,12,False,Sagittarius,22.65700268043838,12,False,Sagittarius,0.156776619145802,12,True,Gemini,0.1567766191458304,6,True,-33.9388237,150.9846424,11.0
About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,https://www.astrosage.com/celebrity-horoscope/shahbaz-ahmed-horoscope.asp,Dirty Data,Dirty Data,Scorpio,26.211283410279577,10,False,Pisces,23.1068092502606,2,False,Leo,6.161149541580656,7,False,Scorpio,25.17468669551559,10,False,Scorpio,6.819762257912743,10,False,Libra,14.771092948083975,9,False,Aquarius,12.823275217077937,1,False,Capricorn,0.6030765954555477,12,False,Sagittarius,28.07711263254447,11,False,Libra,19.022826369729984,9,True,Aries,19.022826369729955,3,True,27.9935177,77.0419634,5.5
About Josh Philippe/ Who is Josh Philippe ?,"June 1, 1997",12:00:00,Subiaco,https://www.astrosage.com/celebrity-horoscope/josh-philippe-horoscope.asp,Dirty Data,Dirty Data,Taurus,17.16637367529946,10,False,Pisces,28.24113271090937,8,False,Leo,29.267661781398942,1,False,Aries,24.270959572123036,9,False,Capricorn,28.003162004427168,6,False,Gemini,2.849977869608246,11,False,Pisces,23.54639775496105,8,False,Capricorn,14.703678918556932,6,True,Capricorn,5.895272050507856,6,True,Virgo,1.214091944134708,2,True,Pisces,1.2140919441346796,8,True,41.9267153,13.0944317,1.0
About Saurabh Kumar/ Who is Saurabh Kumar ?,"May 1, 1993",12:00:00,Baghpat,https://www.astrosage.com/celebrity-horoscope/saurabh-kumar-horoscope.asp,Dirty Data,Dirty Data,Aries,17.131504803183486,10,False,Leo,10.129817343700608,2,False,Cancer,7.808523134671631,1,False,Aries,1.289682562199776,10,False,Virgo,12.384991357316691,3,True,Pisces,11.36245398760508,9,False,Aquarius,5.2804775434760245,8,False,Sagittarius,28.413399656818456,6,True,Sagittarius,27.36544333133685,6,True,Scorpio,20.28811704755049,5,True,Taurus,20.28811704755049,11,True,29.0374779,77.3062737,5.5
About Utkarsh Singh/ Who is Utkarsh Singh ?,"May 7, 1998",12:00:00,Ranchi,https://www.astrosage.com/celebrity-horoscope/utkarsh-singh-horoscope.asp,Dirty Data,Dirty Data,Aries,22.678752945164117,10,False,Virgo,5.278222929716065,3,False,Aries,24.02404596945023,10,False,Pisces,26.282450377879456,9,False,Aquarius,26.885724908421025,8,False,Pisces,10.080300231373428,9,False,Aries,2.488238357656888,10,False,Capricorn,18.8674447892202,7,False,Capricorn,8.329114653638896,7,True,Leo,13.206743139648552,2,True,Aquarius,13.206743139648552,8,True,23.3700501,85.3250387,5.5
About Riley Meredith/ Who is Riley Meredith ?,"June 21, 1996",12:00:00,Hobart,https://www.astrosage.com/celebrity-horoscope/riley-meredith-horoscope.asp,Dirty Data,Dirty Data,Gemini,6.135563378815476,11,False,Leo,0.6903472158318777,1,False,Taurus,12.190892909685871,10,False,Taurus,15.786467697127732,10,False,Sagittarius,20.64144146740108,5,True,Taurus,20.44907071613492,10,True,Pisces,12.943414704546171,8,False,Capricorn,10.060247350303657,6,True,Capricorn,3.269507253092115,6,True,Virgo,19.51841716615516,2,True,Pisces,19.51841716615513,8,True,-42.8825088,147.3281233,11.0
About Jhye Richardson/ Who is Jhye Richardson ?,"September 20, 1996",12:00:00,murdoch,https://www.astrosage.com/celebrity-horoscope/jhye-richardson-horoscope.asp,Dirty Data,Dirty Data,Virgo,3.661654922846793,10,False,Scorpio,29.69075241697257,12,False,Cancer,12.607264363711138,8,False,Leo,28.49199763794732,9,True,Sagittarius,14.44116691462736,1,False,Cancer,20.316096429331974,8,False,Pisces,10.6694499793644,4,True,Capricorn,6.991919690432212,2,True,Capricorn,1.2384221396144994,2,True,Virgo,14.689519759849643,10,True,Pisces,14.689519759849643,4,True,-32.0664255,115.8504737,8.0
About Dawid Malan/ Who is Dawid Malan ?,"September 3, 1987",12:00:00,London,https://www.astrosage.com/celebrity-horoscope/dawid-malan-horoscope.asp,Dirty Data,Dirty Data,Leo,16.553952814285964,1,False,Sagittarius,14.376207288778232,5,False,Leo,13.598941407919938,1,False,Leo,29.126389220474863,1,False,Aries,5.700795848655983,9,True,Leo,19.564498167278455,1,False,Scorpio,21.02916620791657,4,False,Scorpio,29.034175738654284,4,False,Sagittarius,11.598733866933088,5,True,Pisces,9.822625154736215,8,True,Virgo,9.822625154736215,2,True,51.5074456,-0.1277653,5.5
About Sheldon Cottrell/ Who is Sheldon Cottrell ?,"August 19, 1989",12:00:00,jamaica,https://www.astrosage.com/celebrity-horoscope/sheldon-cottrell-horoscope.asp,Dirty Data,Dirty Data,Leo,2.9639083096346184,11,False,Pisces,8.136133308153035,6,False,Leo,16.493818037227356,11,False,Leo,28.419685733632832,11,False,Gemini,10.07949666695876,9,False,Virgo,8.219999619065817,12,False,Sagittarius,13.99443120046672,3,True,Sagittarius,7.811583594647317,3,True,Sagittarius,16.170604518850894,3,True,Aquarius,1.8571527840190925,5,True,Leo,1.8571527840190925,11,True,18.1850507,-77.3947693,-5.0
About Ravi Bishnoi/ Who is Ravi Bishnoi ?,"September 5, 2000",12:00:00,Jodhpur,https://www.astrosage.com/celebrity-horoscope/ravi-bishnoi-horoscope.asp,Dirty Data,Dirty Data,Leo,19.137458608984502,10,False,Scorpio,14.50771799297732,1,False,Cancer,28.707063102797804,9,False,Virgo,1.678830895581001,11,False,Taurus,16.41129864539517,7,False,Virgo,12.421353687691038,11,False,Taurus,7.0694595328523135,7,False,Capricorn,24.026873215879505,3,True,Capricorn,10.348938151181244,3,True,Gemini,28.057548800382648,8,True,Sagittarius,28.05754880038262,2,True,26.2967719,73.0351433,5.5
About Ishan Porel/ Who is Ishan Porel ?,"September 5, 1998",12:00:00,Chinsura,https://www.astrosage.com/celebrity-horoscope/ishan-porel-horoscope.asp,Dirty Data,Dirty Data,Leo,18.66822290742445,10,False,Aquarius,2.399163602194676,4,False,Cancer,16.056412730909372,9,False,Leo,1.761675402868789,10,False,Pisces,0.6436178161700923,5,True,Leo,4.264161693282645,10,False,Aries,9.428747718016885,6,True,Capricorn,15.709499025467151,3,True,Capricorn,5.892687852767665,3,True,Leo,6.794709527545706,10,True,Aquarius,6.794709527545706,4,True,28.6139,77.209,5.5
About Venkatesh Iyer/ Who is Venkatesh Iyer ?,"December 25, 1994",12:00:00,Indore,https://www.astrosage.com/celebrity-horoscope/venkatesh-iyer-horoscope.asp,Dirty Data,Dirty Data,Sagittarius,9.440216959825593,10,False,Virgo,2.857420259480989,7,False,Leo,8.415383429274584,6,False,Sagittarius,15.780645430842156,10,False,Scorpio,9.569617789612494,9,False,Libra,24.18287987004396,8,False,Aquarius,13.670172063405914,12,False,Capricorn,1.300379951120874,11,False,Sagittarius,28.5301195541399,10,False,Libra,18.333930145197314,8,True,Aries,18.333930145197314,2,True,22.7203616,75.8681996,5.5
About Tom Banton/ Who is Tom Banton ?,"November 11, 1998",12:00:00,Chiltern Hills,https://www.astrosage.com/celebrity-horoscope/tom-banton-horoscope.asp,Dirty Data,Dirty Data,Libra,24.96413400066598,9,False,Cancer,29.592042462559064,6,False,Leo,27.013191245256596,7,False,Scorpio,17.755849286423114,10,False,Aquarius,24.33079579214973,1,True,Libra,28.04928050033064,9,False,Aries,4.879769666288459,3,True,Capricorn,15.20730380377006,12,False,Capricorn,5.810572883691464,12,False,Leo,3.2365166546800594,7,True,Aquarius,3.236516654680031,1,True,-29.8147222,30.9275,2.0
About Chris Green/ Who is Chris Green ?,"October 1, 1993",12:00:00,Durban,https://www.astrosage.com/celebrity-horoscope/chris-green-horoscope.asp,Dirty Data,Dirty Data,Virgo,14.466465467978368,10,False,Pisces,21.30457103437089,4,False,Libra,9.149160935623996,11,False,Libra,6.668782191462896,11,False,Virgo,27.600980434144788,10,False,Leo,18.226671532957997,9,False,Aquarius,0.4524808306497903,3,True,Sagittarius,24.460433714096155,1,False,Sagittarius,24.602419897922346,1,False,Scorpio,12.17261017712849,12,True,Taurus,12.17261017712849,6,True,-29.861825,31.009909,2.0
About Tim Seifert/ Who is Tim Seifert ?,"December 12, 1994",12:00:00,Whangarei,https://www.astrosage.com/celebrity-horoscope/tim-seifert-horoscope.asp,Dirty Data,Dirty Data,Scorpio,25.89363289185883,10,False,Pisces,19.354674160156605,2,False,Leo,6.086972757856216,7,False,Scorpio,24.683710642849263,10,False,Scorpio,6.752359354079033,10,False,Libra,14.585798356700792,9,False,Aquarius,12.805984926416611,1,False,Capricorn,0.587112125392764,12,False,Sagittarius,28.06673086385689,11,False,Libra,19.03938637513264,9,True,Aries,19.039386375132608,3,True,-35.7275268,174.3194202,13.0
About Kc Cariappa/ Who is Kc Cariappa ?,"April 13, 1994",12:00:00,Bangalore,https://www.astrosage.com/celebrity-horoscope/kc-cariappa-horoscope.asp,Dirty Data,Dirty Data,Pisces,29.32551960802823,10,False,Aries,23.76090770592084,11,False,Pisces,5.067722930013645,10,False,Pisces,12.326493828054254,10,False,Libra,18.11150035486122,5,True,Aries,20.32547436798421,11,False,Aquarius,14.813190626972698,9,False,Capricorn,2.432667868598457,8,False,Sagittarius,29.528282197982836,7,False,Scorpio,1.8998866453044057,6,True,Taurus,1.8998866453043772,12,True,12.9767936,77.590082,5.5
About Chetan Sakariya/ Who is Chetan Sakariya ?,"August 12, 1998",12:00:00,Bhavnagar,https://www.astrosage.com/celebrity-horoscope/chetan-sakariya-horoscope.asp,Dirty Data,Dirty Data,Cancer,25.52493268781521,10,False,Pisces,21.41833092606373,6,False,Cancer,0.638554092236717,10,False,Cancer,28.591551400380567,10,True,Pisces,3.2037761692669733,6,True,Cancer,4.800509707789189,10,False,Aries,9.781788800429169,7,False,Capricorn,16.574522232581955,4,True,Capricorn,6.422114877568902,4,True,Leo,8.066517843300346,11,True,Aquarius,8.066517843300346,5,True,21.7718836,72.1416449,5.5
